,Suburb,Address,Rooms,Type,Price,Date,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Regionname,Propertycount,train_station_id,train_station_name,distance_to_train_station,closest_school,distance_to_closest_school,Year,Month
5477,Heidelberg West,35 Carbeena Pde,2,h,515500,2016/12/11,9.4,1,1,331,111,1960,-37.7441,145.0379,Eastern Metropolitan,2674,19935,Heidelberg Railway Station (Heidelberg),2.47,St Pius X School,0.8,2016,12
5478,Doncaster,3/36 Westfield Dr,3,u,655000,2016/12/11,13.9,2,2,0,,,-37.7826,145.1274,Eastern Metropolitan,9028,20042,Box Hill Railway Station (Box Hill),4.11,St Gregory the Great School,0.5,2016,12
5479,West Footscray,12/624 Barkly St,2,u,470000,2016/12/11,8.2,1,1,0,,,-37.7968,144.8735,Western Metropolitan,5058,20022,Tottenham Railway Station (West Footscray),0.97,Footscray West Primary School,0.27,2016,12
5480,West Footscray,11 Elphinstone St,3,h,820000,2016/12/11,8.2,1,3,440,131,1950,-37.7937,144.8732,Western Metropolitan,5058,20022,Tottenham Railway Station (West Footscray),1.09,Footscray West Primary School,0.22,2016,12
5481,Hampton,118 Ludstone St,2,h,1615000,2016/12/11,13.7,1,1,801,,1934,-37.9348,145.0162,Southern Metropolitan,5454,19949,Hampton Railway Station (Hampton),1.34,St Leonard's College,1.02,2016,12
5482,Oakleigh South,13 Farm Rd,3,h,937500,2016/12/11,14.7,1,2,530,,,-37.9245,145.0937,South-Eastern Metropolitan,3692,19916,Huntingdale Railway Station (Oakleigh),1.68,Oakleigh South Primary School,0.15,2016,12
5483,South Melbourne,119 Park St,2,u,600000,2016/12/11,2.1,1,1,0,,,-37.834,144.9665,Southern Metropolitan,5943,22238,Flinders Street Railway Station (Melbourne City),1.75,MacRobertson Girls High School,0.52,2016,12
5484,Brighton,1/16 Black St,2,u,1100000,2016/12/11,11.2,1,2,0,85,1935,-37.9131,144.995,Southern Metropolitan,10579,19951,Middle Brighton Railway Station (Brighton),0.25,Brighton Grammar School,0.26,2016,12
5485,Maidstone,10 Thomson St,3,h,832000,2016/12/11,9.2,1,2,300,125,1950,-37.7896,144.8752,Western Metropolitan,3873,20022,Tottenham Railway Station (West Footscray),1.52,Footscray West Primary School,0.59,2016,12
5486,Hampton,29 Olive St,4,h,1450000,2016/12/11,13.7,2,3,450,,,-37.9341,145.02,Southern Metropolitan,5454,19937,Moorabbin Railway Station (Moorabbin),1.47,Berendale School,1.17,2016,12
5487,Brighton,5 Bridge St,3,h,1650000,2016/12/11,11.2,2,1,354,143,1910,-37.8916,145.0017,Southern Metropolitan,10579,19953,Gardenvale Railway Station (Brighton),0.61,Elsternwick Primary School,0.39,2016,12
5488,Spotswood,59 Hope St,4,h,850000,2016/12/11,7.7,2,0,389,158,1990,-37.8284,144.8861,Western Metropolitan,1223,19995,Spotswood Railway Station (Spotswood),0.25,Spotswood Primary School,0.45,2016,12
5489,Oakleigh South,25 Luntar Rd,3,h,1080000,2016/12/11,14.7,2,2,716,,,-37.9261,145.083,South-Eastern Metropolitan,3692,19916,Huntingdale Railway Station (Oakleigh),2.39,South Oakleigh Secondary College,0.73,2016,12
5490,Reservoir,2/33 Ashley St,2,t,380000,2016/12/11,11.2,1,1,83,85,2010,-37.7171,145.0019,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),0.45,St Gabriel's School,0.3,2016,12
5491,Reservoir,3/18 Bedford St,1,u,350000,2016/12/11,11.2,1,2,96,45,2009,-37.7175,145.0081,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),0.12,St Gabriel's School,0.27,2016,12
5492,Reservoir,3/41 Fordham Rd,2,t,495000,2016/12/11,11.2,1,1,96,73,2013,-37.7139,145.0198,Northern Metropolitan,21650,20009,Ruthven Railway Station (Reservoir),1.13,St Stephen's School,0.26,2016,12
5493,Reservoir,18 Frankston St,2,h,644000,2016/12/11,11.2,1,2,455,,1940,-37.7246,144.9995,Northern Metropolitan,21650,20011,Regent Railway Station (Reservoir),0.51,Reservoir West Primary School,0.86,2016,12
5494,Armadale,40 New St,2,h,1210000,2016/12/11,6.3,1,0,249,96,1910,-37.8543,145.016,Southern Metropolitan,4836,19945,Armadale Railway Station (Armadale),0.38,Armadale Primary School,0.28,2016,12
5495,Footscray,2/15 Geelong Rd,2,h,575000,2016/12/11,6.4,1,1,162,,2000,-37.796,144.899,Western Metropolitan,7570,22240,Footscray Railway Station (Footscray),0.66,Gilmore College For Girls,0.5,2016,12
5496,Footscray,2/58 Everard St,2,t,560000,2016/12/11,6.4,1,1,111,,,-37.7969,144.8852,Western Metropolitan,7570,20023,West Footscray Railway Station (West Footscray),0.56,St John's School,0.12,2016,12
5497,Malvern,51 Dixon St,2,h,1611000,2016/12/11,7.4,1,2,277,,,-37.8586,145.0375,Southern Metropolitan,4675,19911,Tooronga Railway Station (Malvern),1.09,Malvern Central School,0.4,2016,12
5498,Pascoe Vale,22 Derby St,3,h,835000,2016/12/11,9.9,1,2,422,132,1950,-37.7337,144.9458,Northern Metropolitan,7485,19964,Batman Railway Station (Coburg North),1.5,St Oliver Plunkett's School,0.47,2016,12
5499,Richmond,73 Brighton St,2,h,1340000,2016/12/11,2.6,1,0,178,,,-37.8289,144.9992,Northern Metropolitan,14949,19907,East Richmond Railway Station (Richmond),0.34,Richmond Primary School,0.08,2016,12
5500,Hughesdale,6/2 Paddington Rd,2,u,375500,2016/12/11,13,1,1,0,,1970,-37.8934,145.0853,Southern Metropolitan,3145,19918,Hughesdale Railway Station (Hughesdale),0.69,Oakleigh Primary School,0.31,2016,12
5501,Hughesdale,8 Skipton Rd,3,h,1350000,2016/12/11,13,1,2,698,,,-37.8982,145.0806,Southern Metropolitan,3145,19918,Hughesdale Railway Station (Hughesdale),0.45,Oakleigh Grammar,0.32,2016,12
5502,Albert Park,60 Brooke St,2,h,1000000,2016/12/11,3.3,1,0,288,,,-37.8407,144.9523,Southern Metropolitan,3280,20043,Southern Cross Railway Station (Melbourne City),2.49,Albert Park Primary School,0.14,2016,12
5503,Ascot Vale,8/129 The Parade,1,u,390000,2016/12/11,5.9,1,1,0,58,1972,-37.7723,144.9094,Western Metropolitan,6567,20038,Moonee Ponds Railway Station (Moonee Ponds),1.13,St Mary's School,0.24,2016,12
5504,Ascot Vale,8 Pentland St,3,h,1435000,2016/12/11,5.9,2,2,532,147,1950,-37.7737,144.904,Western Metropolitan,6567,20027,Flemington Racecourse Railway Station (Flemington),1.54,St Mary's School,0.64,2016,12
5505,Malvern East,69 Beaver St,4,h,2123000,2016/12/11,11.2,3,2,412,254,1930,-37.8707,145.0482,Southern Metropolitan,8801,22248,Caulfield Railway Station (Caulfield East),0.9,St Mary's School,0.49,2016,12
5506,Flemington,4 Illawarra Rd,2,h,860000,2016/12/11,4.4,1,0,202,,,-37.7849,144.9257,Northern Metropolitan,3593,20040,Newmarket Railway Station (Flemington),0.4,Kensington Community High School,0.34,2016,12
5507,Doncaster,2 Ibis St,4,h,1200000,2016/12/11,13.9,1,2,657,,,-37.7856,145.1374,Eastern Metropolitan,9028,19897,Laburnum Railway Station (Blackburn),3.93,Doncaster Secondary College,0.13,2016,12
5508,St Kilda,3/15 Mitchell St,2,u,570000,2016/12/11,6.1,1,1,628,,1960,-37.8681,144.9844,Southern Metropolitan,13240,19956,Balaclava Railway Station (Balaclava),0.82,St Kilda Primary School,0.47,2016,12
5509,St Kilda,12 Gurner St,4,h,1900000,2016/12/11,6.1,2,2,507,202,1890,-37.8616,144.9807,Southern Metropolitan,13240,19957,Windsor Railway Station (Windsor),1.17,St Kilda Park Primary School,0.46,2016,12
5510,St Kilda,25/52 Fitzroy St,1,u,392000,2016/12/11,6.1,1,1,0,43,2002,-37.8599,144.9766,Southern Metropolitan,13240,19957,Windsor Railway Station (Windsor),1.42,St Kilda Park Primary School,0.22,2016,12
5511,St Kilda,3/11 Burnett St,1,u,420000,2016/12/11,6.1,1,0,954,,1945,-37.8612,144.9804,Southern Metropolitan,13240,19957,Windsor Railway Station (Windsor),1.17,St Kilda Park Primary School,0.41,2016,12
5512,St Kilda,201/63 Acland St,1,u,430000,2016/12/11,6.1,1,1,1409,63,2000,-37.8661,144.9772,Southern Metropolitan,13240,19956,Balaclava Railway Station (Balaclava),1.48,St Kilda Park Primary School,0.89,2016,12
5513,Ascot Vale,26 Newsom St,3,h,1000000,2016/12/11,5.9,2,2,440,120,1955,-37.7746,144.9031,Western Metropolitan,6567,20027,Flemington Racecourse Railway Station (Flemington),1.46,St Mary's School,0.72,2016,12
5514,Ascot Vale,2 Farncomb St,3,h,801000,2016/12/11,5.9,1,2,431,,1950,-37.781,144.9207,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),0.64,Ascot Vale West Primary School,0.84,2016,12
5515,Ascot Vale,24/54 Epsom Rd,2,u,450000,2016/12/11,5.9,1,1,0,,2010,-37.7731,144.9074,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),1.29,St Mary's School,0.35,2016,12
5516,Brunswick West,121 Pearson St,3,h,1300000,2016/12/11,5.9,1,2,364,135,1900,-37.7618,144.9497,Northern Metropolitan,7082,19967,Anstey Railway Station (Brunswick),0.97,Brunswick North Primary School,0.23,2016,12
5517,Brunswick West,915 Park St,3,h,1172000,2016/12/11,5.9,1,2,512,,,-37.7758,144.9435,Northern Metropolitan,7082,19970,Royal Park Railway Station (Parkville),0.98,Parkville College,0.36,2016,12
5518,Brunswick West,468 Moreland Rd,3,h,920000,2016/12/11,5.9,1,2,501,,,-37.753,144.9421,Northern Metropolitan,7082,20035,Strathmore Railway Station (Strathmore),1.67,Brunswick North West Primary School,0.43,2016,12
5519,Kew,1/204 Brougham St,3,t,800000,2016/12/11,5.6,2,2,848,97,1970,-37.796,145.0324,Southern Metropolitan,10331,19931,Alphington Railway Station (Alphington),1.96,Giant Steps Melbourne,0.7,2016,12
5520,Reservoir,1/65 Keon Pde,3,u,500000,2016/12/11,11.2,1,1,359,109,1960,-37.6957,145.0161,Northern Metropolitan,21650,20008,Keon Park Railway Station (Thomastown),0.38,Preston Reservoir Adult Community Education Inc,0.69,2016,12
5521,Ormond,16 Wallen Rd,3,h,1322000,2016/12/11,11.8,1,1,551,156,1940,-37.9036,145.0521,Southern Metropolitan,3578,19941,Ormond Railway Station (Ormond),1.1,McKinnon Primary School,0.5,2016,12
5522,Reservoir,24 Livingstone St,3,h,940000,2016/12/11,11.2,1,2,756,,,-37.7249,144.9854,Northern Metropolitan,21650,20011,Regent Railway Station (Reservoir),1.58,Reservoir West Primary School,0.52,2016,12
5523,Oakleigh South,8 Riley St,3,h,1000000,2016/12/11,14.7,2,2,575,120,1960,-37.9215,145.0925,South-Eastern Metropolitan,3692,19916,Huntingdale Railway Station (Oakleigh),1.45,South Oakleigh Secondary College,0.26,2016,12
5524,Glenroy,9/11 Currajong St,2,u,250000,2016/12/11,13,1,1,0,61,1970,-37.711,144.9178,Northern Metropolitan,8870,20032,Glenroy Railway Station (Glenroy),0.72,Oak Park Primary School,0.56,2016,12
5525,Glenroy,1/1 Danae St,3,t,460000,2016/12/11,13,1,1,325,106,1970,-37.7001,144.9291,Northern Metropolitan,8870,20032,Glenroy Railway Station (Glenroy),1.16,Glenroy Private,0.26,2016,12
5526,Glenroy,24 Sadie St,3,h,793000,2016/12/11,13,1,2,780,120,1960,-37.7,144.9427,Northern Metropolitan,8870,19961,Gowrie Railway Station (Glenroy),1.43,Belle Vue Park Primary School,0.17,2016,12
5527,Glenroy,7/89 Station Rd,2,u,340000,2016/12/11,13,1,1,0,74,1970,-37.7071,144.9176,Northern Metropolitan,8870,20032,Glenroy Railway Station (Glenroy),0.29,Corpus Christi School,0.58,2016,12
5528,Glenroy,57 View St,3,h,596000,2016/12/11,13,1,3,624,,,-37.6967,144.9313,Northern Metropolitan,8870,20031,Jacana Railway Station (Glenroy),1.37,Glenroy Private,0.22,2016,12
5529,South Yarra,12/219 Williams Rd,1,u,310000,2016/12/11,3.3,1,1,0,40,1950,-37.8444,145.0037,Southern Metropolitan,14887,19947,Hawksburn Railway Station (South Yarra),0.14,Toorak Primary School,0.55,2016,12
5530,South Yarra,19/877 Punt Rd,1,u,360000,2016/12/11,3.3,1,1,0,46,,-37.8339,144.9872,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),0.68,Melbourne Girls Grammar,0.32,2016,12
5531,South Yarra,10/432 Punt Rd,2,u,370000,2016/12/11,3.3,1,1,0,,1970,-37.8374,144.9871,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),0.48,Christ Church Grammar School,0.21,2016,12
5532,South Yarra,1/63 Millswyn St,2,u,805000,2016/12/11,3.3,1,1,0,,,-37.8359,144.9801,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),1.11,Melbourne Grammar School,0.37,2016,12
5533,Kew East,1 Meldrum St,4,h,1610000,2016/12/11,7.5,2,2,763,,,-37.7916,145.0529,Southern Metropolitan,2671,19932,Darebin Railway Station (Ivanhoe),2.24,St Anne's School,0.5,2016,12
5534,South Yarra,18/33 Kensington Rd,1,u,515000,2016/12/11,3.3,1,1,0,44,1970,-37.8375,145.0012,Southern Metropolitan,14887,19947,Hawksburn Railway Station (South Yarra),0.79,Kamaruka,0.32,2016,12
5535,South Yarra,8/57 Adams St,1,u,555000,2016/12/11,3.3,1,1,630,,,-37.8356,144.9773,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),1.36,Melbourne Grammar School,0.22,2016,12
5536,Bellfield,40 Plunkett St,3,h,885000,2016/12/11,9.5,1,1,666,,,-37.7509,145.0423,Eastern Metropolitan,790,19934,Eaglemont Railway Station (Eaglemont),1.74,St Pius X School,0.57,2016,12
5537,Hadfield,9 South St,3,h,646000,2016/12/11,12.1,1,2,574,106,1970,-37.7157,144.9507,Northern Metropolitan,2606,19962,Fawkner Railway Station (Fawkner),0.88,Pascoe Vale North Primary School,0.65,2016,12
5538,Hadfield,72 Middle St,3,h,721000,2016/12/11,12.1,1,3,539,,1960,-37.7098,144.9446,Northern Metropolitan,2606,19962,Fawkner Railway Station (Fawkner),1.5,St Thomas More's School,0.28,2016,12
5539,Hadfield,40 Angus St,3,h,740000,2016/12/11,12.1,1,1,568,115,1960,-37.7077,144.9438,Northern Metropolitan,2606,19961,Gowrie Railway Station (Glenroy),1.54,St Thomas More's School,0.11,2016,12
5540,Alphington,4/2 Miller St,2,t,805000,2016/12/11,6.4,2,3,155,140,2004,-37.7804,145.0308,Northern Metropolitan,2211,19931,Alphington Railway Station (Alphington),0.23,Alphington Primary School,0.36,2016,12
5541,Oakleigh,105 Atkinson St,3,h,1225000,2016/12/11,14,1,2,553,,,-37.8956,145.0928,Southern Metropolitan,3224,19917,Oakleigh Railway Station (Oakleigh),0.66,Oakleigh Primary School,0.39,2016,12
5542,Oakleigh,1173 North Rd,3,h,1035000,2016/12/11,14,1,2,650,,,-37.91,145.0914,Southern Metropolitan,3224,19916,Huntingdale Railway Station (Oakleigh),0.97,Sacred Heart School,0.99,2016,12
5543,Gowanbrae,2 Mirrim Pl,4,h,802500,2016/12/11,13.6,2,2,0,264,2005,-37.705,144.9004,Western Metropolitan,1071,20032,Glenroy Railway Station (Glenroy),1.48,Glenroy West Primary School,0.7,2016,12
5544,Alphington,2/5 Yarana Rd,2,u,465000,2016/12/11,6.4,1,1,0,,,-37.7773,145.0314,Northern Metropolitan,2211,19931,Alphington Railway Station (Alphington),0.12,Alphington Grammar School,0.55,2016,12
5545,South Yarra,40 Fawkner St,3,h,2300000,2016/12/11,3.3,2,1,350,,,-37.8422,144.9884,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),0.54,South Yarra Primary School,0.26,2016,12
5546,Hadfield,1/32 Sutherland St,3,h,545000,2016/12/11,12.1,2,3,230,113,2000,-37.7073,144.9486,Northern Metropolitan,2606,19961,Gowrie Railway Station (Glenroy),1.17,St Thomas More's School,0.32,2016,12
5547,Brighton,44 William St,2,h,1550000,2016/12/11,11.2,2,2,404,,,-37.9104,145.002,Southern Metropolitan,10579,19952,North Brighton Railway Station (Brighton),0.62,Brighton Primary School,0.22,2016,12
5548,Reservoir,3/68 Northernhay St,2,t,568000,2016/12/11,11.2,1,1,120,,,-37.7239,145.0083,Northern Metropolitan,21650,20011,Regent Railway Station (Reservoir),0.7,St Gabriel's School,0.71,2016,12
5549,Reservoir,4/62 St Vigeons Rd,2,u,350000,2016/12/11,11.2,1,1,102,67,1970,-37.7064,145.0264,Northern Metropolitan,21650,20009,Ruthven Railway Station (Reservoir),1.5,Reservoir Views Primary School,0.34,2016,12
5550,Maidstone,16 Lindenow St,3,h,893000,2016/12/11,9.2,1,3,528,,,-37.779,144.8829,Western Metropolitan,3873,20027,Flemington Racecourse Railway Station (Flemington),2.36,Maribyrnong Secondary College,0.47,2016,12
5551,Glen Iris,22 Aintree Rd,4,h,1800000,2016/12/11,9.2,3,2,743,,,-37.8566,145.0439,Southern Metropolitan,10412,19912,Gardiner Railway Station (Glen Iris),0.78,St Roch's School,0.74,2016,12
5552,Glen Iris,56 Brandon St,3,h,1820000,2016/12/11,9.2,1,3,650,136,1930,-37.8571,145.0766,Southern Metropolitan,10412,19848,Ashburton Railway Station (Ashburton),0.68,Ashburton Primary School,0.84,2016,12
5553,Glen Iris,1/6 Edgar St,1,u,291000,2016/12/11,9.2,1,1,1097,38,1982,-37.8576,145.0452,Southern Metropolitan,10412,19912,Gardiner Railway Station (Glen Iris),0.74,St Roch's School,0.63,2016,12
5554,Southbank,909/118 Kavanagh St,2,u,430000,2016/12/11,1.2,2,0,2295,,2014,-37.8256,144.9622,Southern Metropolitan,8400,22238,Flinders Street Railway Station (Melbourne City),0.91,Victorian College Of The Arts Secondary School,0.37,2016,12
5555,Southbank,6/85 Dodds St,4,u,1250000,2016/12/11,1.2,3,1,0,176,2000,-37.8267,144.9687,Southern Metropolitan,8400,22238,Flinders Street Railway Station (Melbourne City),0.95,Victorian College Of The Arts Secondary School,0.39,2016,12
5556,Southbank,80 Coventry St,3,h,1220000,2016/12/11,1.2,1,1,0,,,-37.8288,144.9679,Southern Metropolitan,8400,22238,Flinders Street Railway Station (Melbourne City),1.17,Victorian College Of The Arts Secondary School,0.28,2016,12
5557,Glen Iris,1/146 Glen Iris Rd,2,u,710000,2016/12/11,9.2,1,2,123,,,-37.8567,145.0666,Southern Metropolitan,10412,19835,Glen Iris Railway Station (Glen Iris),0.79,Glen Iris Primary School,0.43,2016,12
5558,Glen Iris,115 Tooronga Rd,2,h,1020000,2016/12/11,9.2,1,0,251,,1910,-37.8627,145.0402,Southern Metropolitan,10412,19944,Malvern Railway Station (Malvern),1.04,Malvern Central School,0.9,2016,12
5559,Glen Iris,22 Wills St,3,h,1456000,2016/12/11,9.2,1,2,504,142,1920,-37.8541,145.0544,Southern Metropolitan,10412,19912,Gardiner Railway Station (Glen Iris),0.26,St Roch's School,0.41,2016,12
5560,Brighton,11a Elm Gr,2,h,1102000,2016/12/11,11.2,1,2,318,,,-37.9011,145.0011,Southern Metropolitan,10579,19952,North Brighton Railway Station (Brighton),0.44,St James' School,0.46,2016,12
5561,Ivanhoe,2/80 Marshall St,2,u,475000,2016/12/11,7.9,1,1,0,,1960,-37.7707,145.0471,Eastern Metropolitan,5549,19933,Ivanhoe Railway Station (Ivanhoe),0.25,Ivanhoe Grammar School,0.31,2016,12
5562,Brighton,8/42 Grosvenor St,2,u,575000,2016/12/11,11.2,1,1,0,,,-37.9097,144.9914,Southern Metropolitan,10579,19951,Middle Brighton Railway Station (Brighton),0.74,Brighton Grammar School,0.24,2016,12
5563,Brighton East,1 Alexander St,3,h,1301000,2016/12/11,10.7,2,2,401,121,1926,-37.9062,145.0173,Southern Metropolitan,6938,19952,North Brighton Railway Station (Brighton),1.3,Gardenvale Primary School,0.26,2016,12
5564,Brighton,28 Loller St,2,h,1570000,2016/12/11,11.2,1,0,352,111,1920,-37.9154,145.001,Southern Metropolitan,10579,19951,Middle Brighton Railway Station (Brighton),0.41,Brighton Primary School,0.36,2016,12
5565,Brighton,2/5 Loller St,3,t,1411000,2016/12/11,11.2,2,2,0,,2011,-37.9144,145.0004,Southern Metropolitan,10579,19951,Middle Brighton Railway Station (Brighton),0.37,Brighton Primary School,0.25,2016,12
5566,Ripponlea,4/16 Hotham Gr,2,u,660000,2016/12/11,7.4,1,0,477,,,-37.8804,144.9969,Southern Metropolitan,821,19955,Ripponlea Railway Station (Ripponlea),0.52,Sholem Aleichem College,0.43,2016,12
5567,Alphington,3/19 Harker St,2,u,525500,2016/12/11,6.4,1,1,88,60,1960,-37.7791,145.0306,Northern Metropolitan,2211,19931,Alphington Railway Station (Alphington),0.1,Alphington Primary School,0.51,2016,12
5568,Brighton,40 Whyte St,3,h,1785000,2016/12/11,11.2,2,1,404,118,1953,-37.9228,144.9996,Southern Metropolitan,10579,19951,Middle Brighton Railway Station (Brighton),0.9,Brighton Beach Primary School,0.32,2016,12
5569,Altona,1/152 Blyth St,3,t,743000,2016/12/11,13.8,2,2,211,176,,-37.8698,144.816,Western Metropolitan,5301,19925,Westona Railway Station (Altona),0.56,Altona Primary School,0.64,2016,12
5570,Hadfield,4 Thames St,3,h,770000,2016/12/11,12.1,1,2,700,,,-37.705,144.9469,Northern Metropolitan,2606,19961,Gowrie Railway Station (Glenroy),1.16,St Thomas More's School,0.31,2016,12
5571,Reservoir,97 North Rd,2,h,755000,2016/12/11,11.2,1,2,0,,,-37.7231,145.0168,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),1.11,Reservoir East Primary School,0.56,2016,12
5572,Ormond,2/43 Ulupna Rd,2,h,810000,2016/12/11,11.8,1,1,210,90,1996,-37.9001,145.0428,Southern Metropolitan,3578,19941,Ormond Railway Station (Ormond),0.45,Kilvington Grammar School,0.15,2016,12
5573,Brunswick West,81 Whitby St,3,h,1330000,2016/12/11,5.9,1,2,353,101,1930,-37.764,144.9428,Northern Metropolitan,7082,19968,Brunswick Railway Station (Brunswick),1.53,St Joseph's School,0.19,2016,12
5574,Essendon,4/6 Riverview Rd,2,u,606000,2016/12/11,8,1,2,0,93,1972,-37.7598,144.9128,Western Metropolitan,9264,22253,Essendon Railway Station (Essendon),0.52,Lowther Hall Anglican Grammar School,0.19,2016,12
5575,Hawthorn,2/2 Kooyongkoot Rd,3,t,1400000,2016/12/11,4.6,2,2,299,,1960,-37.8299,145.0387,Southern Metropolitan,11308,19904,Glenferrie Railway Station (Hawthorn),0.96,St Joseph's School,0.54,2016,12
